               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.021828,            0.010141,           0.0019886,             0.98948,             0.99201,             0.99401,             0.80923,            0.015554,           0.0047645,          0.00038415,             0.00406,             0.00406,             0.00406
                  32,            0.021055,           0.0097911,           0.0021789,              0.9869,             0.99399,             0.99473,             0.81772,            0.014477,           0.0046335,          0.00040895,            0.003862,            0.003862,            0.003862
                  33,            0.021272,            0.010362,           0.0019063,             0.99082,             0.98869,             0.99462,              0.8267,            0.014141,           0.0046115,          0.00032697,            0.003664,            0.003664,            0.003664
                  34,            0.020178,           0.0097599,           0.0017503,             0.99114,             0.99189,             0.99466,             0.83699,            0.014002,           0.0045067,          0.00030604,            0.003466,            0.003466,            0.003466
                  35,             0.01999,           0.0094907,           0.0017663,             0.98701,             0.99285,             0.99437,              0.8211,            0.013977,           0.0045046,           0.0002702,            0.003268,            0.003268,            0.003268
                  36,            0.019664,           0.0093626,           0.0021496,             0.98633,             0.99699,             0.99473,             0.82942,            0.013879,           0.0043801,          0.00029273,             0.00307,             0.00307,             0.00307
                  37,            0.019017,           0.0089567,           0.0013916,             0.98778,             0.99217,             0.99475,             0.83268,            0.013337,           0.0043791,           0.0002464,            0.002872,            0.002872,            0.002872
                  38,            0.019361,           0.0096381,           0.0012996,             0.99433,             0.99471,             0.99482,              0.8466,            0.012782,           0.0042353,           0.0002284,            0.002674,            0.002674,            0.002674
                  39,            0.018718,           0.0096415,           0.0011838,             0.99175,             0.99587,             0.99469,             0.84348,            0.012407,           0.0042343,          0.00021705,            0.002476,            0.002476,            0.002476
                  40,            0.018772,           0.0092128,           0.0014484,             0.99137,             0.99639,             0.99477,             0.85547,            0.012213,           0.0041832,          0.00021779,            0.002278,            0.002278,            0.002278
                  41,            0.017991,           0.0091807,            0.001691,             0.99038,             0.99639,             0.99474,             0.85655,            0.012388,           0.0041269,          0.00019761,             0.00208,             0.00208,             0.00208
                  42,            0.017519,           0.0088929,           0.0012645,             0.99203,             0.99819,             0.99486,             0.86114,            0.012146,           0.0040468,          0.00019339,            0.001882,            0.001882,            0.001882
                  43,            0.017613,           0.0091705,           0.0010933,             0.99181,             0.99719,             0.99493,             0.86767,            0.011507,           0.0039973,          0.00017964,            0.001684,            0.001684,            0.001684
                  44,            0.017112,           0.0088842,          0.00097158,             0.99487,             0.99819,             0.99492,             0.86475,            0.011464,           0.0040049,          0.00015573,            0.001486,            0.001486,            0.001486
                  45,            0.016573,           0.0092686,           0.0010638,             0.99504,             0.99819,             0.99489,             0.86922,            0.011131,           0.0039984,          0.00013488,            0.001288,            0.001288,            0.001288
                  46,            0.016811,           0.0087458,          0.00091686,             0.99754,             0.99659,             0.99496,             0.87444,            0.011062,           0.0039009,          0.00013021,             0.00109,             0.00109,             0.00109
                  47,            0.016588,           0.0082407,           0.0014197,             0.99441,              0.9972,             0.99497,             0.88011,            0.010775,           0.0038579,          0.00012093,            0.000892,            0.000892,            0.000892
                  48,            0.016265,            0.008697,          0.00089545,               0.995,             0.99617,             0.99496,             0.87839,            0.010817,           0.0038188,          0.00011902,            0.000694,            0.000694,            0.000694
                  49,            0.016615,           0.0094014,           0.0010805,              0.9947,             0.99612,             0.99496,             0.87571,            0.010775,           0.0037953,          0.00011595,            0.000496,            0.000496,            0.000496
